ega_file_id	dataset_id	ega_sample_id	ega_analysis_accession	encrypted_file_md5sum	ega_run_id	project_code	file_name	file_size	submitter_sample_id	file_md5sum	ega_experiment_id
EGAF00000525446	EGAD00001003842	EGAN00001198354		b0af361f6f89b68afe0403c76f046909	EGAR00001193101	ESAD-UK	LP6005689-DNA_D02.bam	130368000000	LP6005689-DNA_D02	33cc1484135c36ab4c0bbd58390e7f2b	EGAX00001187879
EGAF00000661724	EGAD00001003842	EGAN00001246650		9b15dbad9e09e172573d7de32f1b3f69	EGAR00001253369	ESAD-UK	LP2000321-DNA_A01.bam	80196071842	LP2000321-DNA_A01	3b74094c6ffdad547a04c551f595b455	EGAX00001238269
EGAF00000530870	EGAD00001003842	EGAN00001201474		e63d9f9cda496f8c0aa983ddbb206141	EGAR00001193658	ESAD-UK	LP2000108-DNA_A01.bam	133046000000	LP2000108-DNA_A01	e962b4da8d1234eab2508d6715744b3a	EGAX00001188436
EGAF00001415374	EGAD00001003842	EGAN00001467504		ef3ee0e53e88ed0c80187888c5948a2c	EGAR00001500318	ESAD-UK	LP6008280-DNA_B01.bam	107245000000	LP6008280-DNA_B01	41f6a123751843c142025c7fb6619def	EGAX00001462756
EGAF00001680691	EGAD00001003842	EGAN00001558971		c32ef8a9f0e1c02a9b50aaebabc173d2	EGAR00001566560	ESAD-UK	LP6008268-DNA_D06.bam		LP6008268-DNA_D06	a50662093b686c17b155cb00f5d49117	EGAX00001522326
EGAF00000530904	EGAD00001003842	EGAN00001201508		23a55eb2a6f7e0d488a99995d3e34f89	EGAR00001193692	ESAD-UK	LP6007511-DNA_A01.bam	122356000000	LP6007511-DNA_A01	f3349d65063f15cf7eaa53f37ef31aac	EGAX00001188470
EGAF00000586522	EGAD00001003842	EGAN00001213578		27a31b4498ab0dd0f6f3a90266685879	EGAR00001219078	ESAD-UK	LP6005333-DNA_F01.bam	95327000476	LP6005333-DNA_F01	1e2200129d222bb927f4c65dfe25992d	EGAX00001207520
EGAF00000525193	EGAD00001003842	EGAN00001198150		0dcf58b8f81925c22e08d0bc5a6a1811	EGAR00001192932	ESAD-UK	LP6007427-DNA_A01.bam	194496000000	LP6007427-DNA_A01	25a70621f3a026657729179263451138	EGAX00001187710
EGAF00000525235	EGAD00001003842	EGAN00001198189		839eba0725c9e7f5dbb3c4a423d68dc0	EGAR00001192971	ESAD-UK	LP6005409-DNA_C01.bam	165692000000	LP6005409-DNA_C01	5d75782367f0830d3981e67711f673a0	EGAX00001187749
EGAF00000814156	EGAD00001003842	EGAN00001277429		70a5e250ea016db4c1e92837aff5278d	EGAR00001325060	ESAD-UK	LP6008050-DNA_A01.bam	70498023145	LP6008050-DNA_A01	1e596fd50fec98de8132ac317d2b6356	EGAX00001296346
EGAF00000661646	EGAD00001003842	EGAN00001246630		7ed9a2cfaea33fe2879f182eaa5dfc7f	EGAR00001253349	ESAD-UK	LP6005934-DNA_H03.bam	92082318616	LP6005934-DNA_H03	4cbc16cb589bc37bd9f105fc44f6a729	EGAX00001238249
EGAF00001415442	EGAD00001003842	EGAN00001467532		1511376ec0cfae4a7270ac549ac6f694	EGAR00001500346	ESAD-UK	LP6008264-DNA_E02.bam	58588824027	LP6008264-DNA_E02	73736ce266a1c332e5978cf41df328a5	EGAX00001462784
EGAF00000525499	EGAD00001003842	EGAN00001199992		0035f04f852dd84153334bbea5eae58b	EGAR00001193154	ESAD-UK	SM-4JPPB.bam	189644000000	SM-4JPPB	97e914619bed1daf88a8ee0edc672717	EGAX00001187932
EGAF00001180081	EGAD00001003842	EGAN00001391417		770d97af74abcfecd89b0b714b05bc32	EGAR00001436399	ESAD-UK	LP6008220-DNA_A01.bam	53143179666	LP6008220-DNA_A01	888fde660def56ef5ec012a3ff4cb92a	EGAX00001399290
EGAF00000661681	EGAD00001003842	EGAN00001246605		2f5b3dd3523b90c9860d455366f91297	EGAR00001253324	ESAD-UK	LP6005935-DNA_F01.bam	124238000000	LP6005935-DNA_F01	5580b21745b8e52b30553babfc4b789b	EGAX00001238224
EGAF00000814093	EGAD00001003842	EGAN00001277381		fc913488a85a7e5a6220ae4c11b1b05f	EGAR00001325012	ESAD-UK	LP6008032-DNA_D01.bam	56061248823	LP6008032-DNA_D01	96b1ba29ff4f3e3fbbf587d9118db58a	EGAX00001296298
EGAF00000560153	EGAD00001003842	EGAN00001202490		7fbdfb1af56943016fb5b22c088bb697	EGAR00001202521	ESAD-UK	LP6005499-DNA_G01.bam	104125000000	LP6005499-DNA_G01	29f01a03304e67fe1020a80c2fc895a2	EGAX00001197177
EGAF00000525451	EGAD00001003842	EGAN00001198359		281aa24abff6c0bda8daeb8b6c79daa5	EGAR00001193106	ESAD-UK	LP6005777-DNA_A01.bam	121320000000	LP6005777-DNA_A01	a804fb9817621a9c12496026d0cbd496	EGAX00001187884
EGAF00000661649	EGAD00001003842	EGAN00001246633		00a0995747f688ffefb704386e2969a6	EGAR00001253352	ESAD-UK	LP6005934-DNA_C04.bam	93079135448	LP6005934-DNA_C04	1723bd142cdf714d09e7f6f18603eeea	EGAX00001238252
EGAF00000236543	EGAD00001003842	EGAN00001167695		7cc72b388e0b710bf29359f6650b324d	EGAR00001131287	ESAD-UK	pilot2/SS6003309.bam	151732000000	SS6003309	4851aaed558b570febc618b9420466fd	EGAX00001127400
EGAF00000236534	EGAD00001003842	EGAN00001167686		3cc33574d798ca3eb3416e66074a5187	EGAR00001131278	ESAD-UK	pilot2/SS6003108.bam	210897000000	SS6003108	4105b32351767b67d5aa28e8929440c1	EGAX00001127391
EGAF00000530923	EGAD00001003842	EGAN00001201527		f4135ddf602f07d074c81683bbee8f48	EGAR00001193711	ESAD-UK	LP6007553-DNA_A01.bam	119853000000	LP6007553-DNA_A01	3b384f31e0cbd274a732105ec7ecc74b	EGAX00001188489
EGAF00000586508	EGAD00001003842	EGAN00001213564		6af9a629dc1c7fa2c9d8b7b22b26edeb	EGAR00001219064	ESAD-UK	LP6005334-DNA_D02.bam	165177000000	LP6005334-DNA_D02	4768fd089334b525ac3dab565abbbae1	EGAX00001207506
EGAF00000525197	EGAD00001003842	EGAN00001198154		ed6d0552aed10c720233bf59ade0920d	EGAR00001192936	ESAD-UK	LP6007442-DNA_A01.bam	168265000000	LP6007442-DNA_A01	395d4b1b6662c7f331b5f15b8ad0abcf	EGAX00001187714
EGAF00000525516	EGAD00001003842	EGAN00001200009		c8c10e7c00e4d6ab01f830664c12da39	EGAR00001193171	ESAD-UK	LP6007433-DNA_A01.bam	115456000000	LP6007433-DNA_A01	0d8b255928db5641b11333d2cf83cc5f	EGAX00001187949
EGAF00000525519	EGAD00001003842	EGAN00001200012		82b9911eb8e0184fc9efae1e027cf69f	EGAR00001193174	ESAD-UK	LP6007439-DNA_A01.bam	89920879768	LP6007439-DNA_A01	837370f017ae187e733289dc6609e264	EGAX00001187952
EGAF00001415386	EGAD00001003842	EGAN00001467516		eda8dc7f6d3aa305144c315eb3bdd0df	EGAR00001500330	ESAD-UK	LP6008280-DNA_G02.bam		LP6008280-DNA_G02	594c50c194e29690568530d3e86c005f	EGAX00001462768
EGAF00000586509	EGAD00001003842	EGAN00001213565		8c2a4b1caacb8db6d3b1683ccc9b6702	EGAR00001219065	ESAD-UK	LP6005334-DNA_E02.bam	182372000000	LP6005334-DNA_E02	572ef019d16b91a0b6f1a3d1e2cf41c0	EGAX00001207507
EGAF00000525271	EGAD00001003842	EGAN00001198225		c94d08987a322fab8cabdf7d730dfc90	EGAR00001193007	ESAD-UK	SM-4AX86.bam	187466000000	SM-4AX86	e353fc2a52613c4eda27f0e2cc0cf5d0	EGAX00001187785
EGAF00000525440	EGAD00001003842	EGAN00001198348		cc8a042a0479a520466caaca6cea3176	EGAR00001193095	ESAD-UK	LP6005689-DNA_F01.bam	120777000000	LP6005689-DNA_F01	2f20f50a0bdb730ca931c3fc4e1666f6	EGAX00001187873
EGAF00000661604	EGAD00001003842	EGAN00001246583		6273469db87d50d4bc318aa3e35bcc9a	EGAR00001253302	ESAD-UK	LP6005935-DNA_B01.bam	135624000000	LP6005935-DNA_B01	fe6ad19b423ba137809bb7acd56eaee9	EGAX00001238202
EGAF00000905648	EGAD00001003842	EGAN00001342143		b604952fb80a8bbd64cb74601db2aa61	EGAR00001370192	ESAD-UK	LP6008141-DNA_C01.bam	93928362023	LP6008141-DNA_C01	b37916947041eb164349904689cfe75c	EGAX00001340365
EGAF00000525272	EGAD00001003842	EGAN00001198226		74fa048aed2683efd8c27ccf3fb38e4c	EGAR00001193008	ESAD-UK	SM-4AX87.bam	209222000000	SM-4AX87	cf677859a443c0770a30ec0eb64cc285	EGAX00001187786
EGAF00000661627	EGAD00001003842	EGAN00001246611		aee90d00ec526493c6dc8bf68d875f51	EGAR00001253330	ESAD-UK	LP6005934-DNA_D01.bam	94325299308	LP6005934-DNA_D01	2556bbc486544e0e66cdc38d2a0d8734	EGAX00001238230
EGAF00001415390	EGAD00001003842	EGAN00001467520		3bd7dd4d751bad7ad7c506fffba8c891	EGAR00001500334	ESAD-UK	LP6008280-DNA_C03.bam	130533000000	LP6008280-DNA_C03	64bb664d64259b4935b4ffc4020e6c85	EGAX00001462772
EGAF00000279359	EGAD00001003842	EGAN00001176863		286707a831ec0b06d8275a9bf11d513d	EGAR00001141758	ESAD-UK	pilot3/SS6003308.bam	149503000000	SS6003308	9c050574979298a806f8a5833a5ffe7a	EGAX00001137672
EGAF00000530884	EGAD00001003842	EGAN00001201488		6fe76a3ecdb454fb1c6b31e4f865d8be	EGAR00001193672	ESAD-UK	LP6007533-DNA_A01.bam	149715000000	LP6007533-DNA_A01	625d47269a671d679fec11fd7583573d	EGAX00001188450
EGAF00000586544	EGAD00001003842	EGAN00001213604		fee1df292d756680091fb5e502e618f4	EGAR00001219148	ESAD-UK	LP6005334-DNA_F01.bam	192118000000	LP6005334-DNA_F01	59f3c1e037f4185d20519c47b716ccca	EGAX00001207590
EGAF00000525439	EGAD00001003842	EGAN00001198347		5615cf5b9677e8f664a6a315d9905edc	EGAR00001193094	ESAD-UK	LP6005689-DNA_E01.bam	83596303479	LP6005689-DNA_E01	cadcb9c68b8a06d5e9c48bcc7c905781	EGAX00001187872
EGAF00000905649	EGAD00001003842	EGAN00001342144		298ca2c6c2eb2168451b30325d856d53	EGAR00001370193	ESAD-UK	LP6008141-DNA_D01.bam	93501768335	LP6008141-DNA_D01	763d835b09631446fd0278aadae79216	EGAX00001340366
EGAF00001415380	EGAD00001003842	EGAN00001467510		3ebb53bae2c161d1d6c7efcab40a34a2	EGAR00001500324	ESAD-UK	LP6008280-DNA_A02.bam		LP6008280-DNA_A02	8fe1740494634f2bd00643bf1c5c121b	EGAX00001462762
EGAF00001180994	EGAD00001003842	EGAN00001391359		7cd4be10920b8ad6f67ff58f57a5ea67	EGAR00001436347	ESAD-UK	LP6008221-DNA_E01.bam	78740594595	LP6008221-DNA_E01	02fee9204794438cb71ecfb11857e464	EGAX00001399238
EGAF00000814096	EGAD00001003842	EGAN00001277384		e00666aa193f137c0c55c8d042b93172	EGAR00001325015	ESAD-UK	LP6008032-DNA_G01.bam	56133932349	LP6008032-DNA_G01	731f33163a33f1915c50eff3f6683489	EGAX00001296301
EGAF00000661637	EGAD00001003842	EGAN00001246621		eb6fdd9421423a1d0a820e666f001df1	EGAR00001253340	ESAD-UK	LP6005934-DNA_F02.bam	102532000000	LP6005934-DNA_F02	20e088fda38a51cee7a97fd4cf4fe022	EGAX00001238240
EGAF00000661682	EGAD00001003842	EGAN00001246606		2c3bc59f0b9cc1445c446b7053150a5f	EGAR00001253325	ESAD-UK	LP6005935-DNA_H01.bam	155882000000	LP6005935-DNA_H01	5abc137078f0813f7bf70e911ddb9824	EGAX00001238225
EGAF00000814160	EGAD00001003842	EGAN00001277433		f3411c1a5909aa13a34987b20a67af01	EGAR00001325064	ESAD-UK	LP6008050-DNA_E01.bam	65376649782	LP6008050-DNA_E01	440c5ca9f302b81ef8e6883745db6552	EGAX00001296350
EGAF00000530886	EGAD00001003842	EGAN00001201490		ca74af836656c282241a4eeb5f992ad4	EGAR00001193674	ESAD-UK	LP6007546-DNA_A01.bam	165840000000	LP6007546-DNA_A01	b500b01a0a29a69c0f21a1eddaa195e2	EGAX00001188452
EGAF00000661715	EGAD00001003842	EGAN00001246638		094123b8ba3df7f0343d2a550fb592dd	EGAR00001253357	ESAD-UK	LP2000330-DNA_A01.bam	135047000000	LP2000330-DNA_A01	196920e8936fc3d35ecf39012d460cea	EGAX00001238257
EGAF00000814095	EGAD00001003842	EGAN00001277383		47e0d9cc312af5c2143558a16ea63dce	EGAR00001325014	ESAD-UK	LP6008032-DNA_F01.bam	56018754598	LP6008032-DNA_F01	d3b7f86c277e872f906b8fc588c5ba4f	EGAX00001296300
EGAF00001180901	EGAD00001003842	EGAN00001391335		f233da1d50fb23c615af63e37d0cf85d	EGAR00001436323	ESAD-UK	LP6008202-DNA_A01.bam	77668401604	LP6008202-DNA_A01	a11949204a2d5cfe8ace37cff4b9a59a	EGAX00001399214
EGAF00001180909	EGAD00001003842	EGAN00001391343		2459792042bece124e8af2945b04f5f3	EGAR00001436331	ESAD-UK	LP6008202-DNA_A02.bam	104550000000	LP6008202-DNA_A02	7d5f35c69dfcf95e3559b4f726487b37	EGAX00001399222
EGAF00000235884	EGAD00001003842	EGAN00001167663		3c7bacce8de8ff9614d8997a50469295	EGAR00001130628	ESAD-UK	pilot1/SS6003149.bam	178587000000	SS6003149	94672463ecd70495576083f408125684	EGAX00001126741
EGAF00000525245	EGAD00001003842	EGAN00001198199		089a64183afae24d9ef25b75a60b20e2	EGAR00001192981	ESAD-UK	LP6005409-DNA_A04.bam	184842000000	LP6005409-DNA_A04	656d3b2c9430ccdf611f0e570255d2a7	EGAX00001187759
EGAF00000586516	EGAD00001003842	EGAN00001213572		4bc135d785430ee99ea824fd859d76b8	EGAR00001219072	ESAD-UK	LP6005334-DNA_H03.bam	197403000000	LP6005334-DNA_H03	6a9d94b08fd7f838198dc490bae6dba5	EGAX00001207514
EGAF00001181003	EGAD00001003842	EGAN00001391368		b6f2cbc4264af6bd4ccba03ac409fad6	EGAR00001436356	ESAD-UK	LP6008221-DNA_F02.bam		LP6008221-DNA_F02	ed6f0e4de7920f618a03a8dff0236caa	EGAX00001399247
EGAF00000525450	EGAD00001003842	EGAN00001198358		3c8c23d545233c9af2a458ea869c4ff5	EGAR00001193105	ESAD-UK	LP6005689-DNA_H02.bam	114507000000	LP6005689-DNA_H02	a5261a182a99fa06017526043bcaf0de	EGAX00001187883
EGAF00001415379	EGAD00001003842	EGAN00001467509		f9654b43b2fd45b941b16655b2f45308	EGAR00001500323	ESAD-UK	LP6008280-DNA_H01.bam		LP6008280-DNA_H01	e01bb09051f692bd3399e018b544c2bc	EGAX00001462761
EGAF00000525231	EGAD00001003842	EGAN00001198185		70c2408d53a9b1c8ebedf93622e55c94	EGAR00001192967	ESAD-UK	LP6005408-DNA_B04.bam	104638000000	LP6005408-DNA_B04	d539f2775881cbb45cc06c79563d2ef4	EGAX00001187745
EGAF00000586531	EGAD00001003842	EGAN00001213587		d60f7bf11232daed3bbc084f50787ca8	EGAR00001219087	ESAD-UK	LP6005333-DNA_G02.bam	101172000000	LP6005333-DNA_G02	1f3b4faa65bf40cce0a3e17cb95efdc0	EGAX00001207529
EGAF00000501974	EGAD00001003842	EGAN00001192271		73d149fa66126fd0a88defa0b231e0f0	EGAR00001180015	ESAD-UK	LP6007599.bam	76214177290	LP6007599	05c3bb7012778323af3adbfa915b6e23	EGAX00001175417
EGAF00001680689	EGAD00001003842	EGAN00001558969		f6e13b8e0346553d1237dbf52d8ac901	EGAR00001566558	ESAD-UK	LP6008268-DNA_B06.bam		LP6008268-DNA_B06	e30e073ad149185411e5ef0eaa9d4926	EGAX00001522324
EGAF00001180094	EGAD00001003842	EGAN00001391430		e834ba5232958ca08ffab04c3c03e82d	EGAR00001436412	ESAD-UK	LP6008220-DNA_F02.bam		LP6008220-DNA_F02	f824160003725a658bde0c58a889675a	EGAX00001399303
EGAF00000586547	EGAD00001003842	EGAN00001213607		750cede33e604dc02c51e9b07233e6a2	EGAR00001219151	ESAD-UK	LP6005334-DNA_A03.bam	175036000000	LP6005334-DNA_A03	44b2bfdef3e1f9299a89f0007343ac8d	EGAX00001207593
EGAF00000814114	EGAD00001003842	EGAN00001277440		8c7460e602d51227e81b6e3bac1c4d22	EGAR00001325071	ESAD-UK	LP6008050-DNA_F02.bam	53427550333	LP6008050-DNA_F02	8137901bdcaf9e5bd321c9b7f558e068	EGAX00001296357
EGAF00000903993	EGAD00001003842	EGAN00001341980		c74ef3f939a552aa81314c69f4c5c7b8	EGAR00001368554	ESAD-UK	LP6007418-DNA_A02.bam	193688000000	LP6007418-DNA_A02	b1120683fa03b2e0b9eaa9b6b1f9e415	EGAX00001338753
EGAF00001180083	EGAD00001003842	EGAN00001391419		2205bd1f2a629186adc5eb62987ae9c4	EGAR00001436401	ESAD-UK	LP6008220-DNA_C01.bam	70826473999	LP6008220-DNA_C01	bf83125668225edf59a177c9d9a5d116	EGAX00001399292
EGAF00001680615	EGAD00001003842	EGAN00001558895		bfd2de297f332c28db5e06b02a08fdfd	EGAR00001566484	ESAD-UK	LP6008269-DNA_A06.bam		LP6008269-DNA_A06	9e8d3f7ab3582c4468e82f44b7b81fb2	EGAX00001522250
EGAF00000560155	EGAD00001003842	EGAN00001202492		73137cb1b48060708b95e9f285af96fb	EGAR00001202523	ESAD-UK	LP6005499-DNA_A02.bam	114750000000	LP6005499-DNA_A02	7cf4dda09505fb916266d8fa5dafbe5e	EGAX00001197179
EGAF00001680621	EGAD00001003842	EGAN00001558901		0a74af62ce3c9f6821d363af8558cba1	EGAR00001566490	ESAD-UK	LP6008269-DNA_G06.bam		LP6008269-DNA_G06	521d669dc7059db58257822646f04791	EGAX00001522256
EGAF00000525208	EGAD00001003842	EGAN00001198162		5c03a9c0e701ad805222f9b1b86cc390	EGAR00001192944	ESAD-UK	LP6005408-DNA_B01.bam	83343789666	LP6005408-DNA_B01	bb8fdcf01289750e6fe3aaed0ffc61a6	EGAX00001187722
EGAF00000560161	EGAD00001003842	EGAN00001202498		e9b37281d8bafc14ae8d2d559b113239	EGAR00001202529	ESAD-UK	LP6005499-DNA_G02.bam	101785000000	LP6005499-DNA_G02	07aa5536942e3604d031f212ebdcfcbc	EGAX00001197185
EGAF00000586505	EGAD00001003842	EGAN00001213561		8e3430a370f7f248e13ace72fed2e3cf	EGAR00001219061	ESAD-UK	LP6005334-DNA_H01.bam	197940000000	LP6005334-DNA_H01	a6da722bba363c9f34ea81ae2666c1d6	EGAX00001207503
EGAF00000530877	EGAD00001003842	EGAN00001201481		b8ba1eb94178106a8edb2288ab582e57	EGAR00001193665	ESAD-UK	LP6007508-DNA_A01.bam	166217000000	LP6007508-DNA_A01	68ac5e4d8d9b6f661abbddf9f6e4b3b4	EGAX00001188443
EGAF00000814100	EGAD00001003842	EGAN00001277388		cb93394fbac2215042010e1e1fa712db	EGAR00001325019	ESAD-UK	LP6008032-DNA_C02.bam	60576543251	LP6008032-DNA_C02	f41de3d6dc53dbc8cfee1fb3a64aadad	EGAX00001296305
EGAF00001180908	EGAD00001003842	EGAN00001391342		0ae0e69c7ceca4cd2b075ffc40272f24	EGAR00001436330	ESAD-UK	LP6008202-DNA_H01.bam	96814519176	LP6008202-DNA_H01	6675cfafe84658dd07442942c89767b1	EGAX00001399221
EGAF00000661616	EGAD00001003842	EGAN00001246595		ef391b42f81b670da85e3adaea1ffd00	EGAR00001253314	ESAD-UK	LP6005935-DNA_C03.bam	111236000000	LP6005935-DNA_C03	bf27eb1f42f568721b912431ffa0afef	EGAX00001238214
EGAF00000586542	EGAD00001003842	EGAN00001213602		e63dabb05f6c749c750a1910d378aa98	EGAR00001219146	ESAD-UK	LP6005334-DNA_C01.bam	172112000000	LP6005334-DNA_C01	88093bb9b9eeded815cf64a3d3f49f19	EGAX00001207588
EGAF00000586511	EGAD00001003842	EGAN00001213567		50771609b6697eb764db15f8b5f40134	EGAR00001219067	ESAD-UK	LP6005334-DNA_G02.bam	185786000000	LP6005334-DNA_G02	81c799d01fdb1e19d8ef7dbb652e8198	EGAX00001207509
EGAF00000560149	EGAD00001003842	EGAN00001202486		af9b22fb0c8b437e7f195eef42edd4f5	EGAR00001202517	ESAD-UK	LP6005499-DNA_C01.bam	122592000000	LP6005499-DNA_C01	e5e062bba63c738cb9c784c1a595f2e3	EGAX00001197173
EGAF00000525515	EGAD00001003842	EGAN00001200008		3910bfc5b0540defb1d7abba9837e905	EGAR00001193170	ESAD-UK	LP6007431-DNA_A01.bam	90268615569	LP6007431-DNA_A01	5901348c7cac840b815c6fd0b638839e	EGAX00001187948
EGAF00000530888	EGAD00001003842	EGAN00001201492		b9ac4f2a13d1b07d2c25f996f0c6d0bb	EGAR00001193676	ESAD-UK	LP6007550-DNA_A01.bam	149595000000	LP6007550-DNA_A01	f4b5afecce765e46987846d68dd36c70	EGAX00001188454
EGAF00000586546	EGAD00001003842	EGAN00001213606		c52d1830edd085ea215e3fc8572c91d9	EGAR00001219150	ESAD-UK	LP6005334-DNA_H02.bam	188302000000	LP6005334-DNA_H02	5d91d09bca5d7fd1f29bf5fd6d4cb46a	EGAX00001207592
EGAF00000525492	EGAD00001003842	EGAN00001199985		2e0e064b0e08250d9f1b249ea0900457	EGAR00001193147	ESAD-UK	SM-4JPP6.bam	204521000000	SM-4JPP6	9cf5d60c240d90339944927612192ee1	EGAX00001187925
EGAF00001180000	EGAD00001003842	EGAN00001391405		88b62c01666122dae194676e5dfab5f2	EGAR00001436387	ESAD-UK	LP6008201-DNA_A02.bam	51544456144	LP6008201-DNA_A02	10547777190d48207dc5591849282119	EGAX00001399278
EGAF00000905660	EGAD00001003842	EGAN00001342155		b8caf4eab9b6b451f5ddeb96cc1dc833	EGAR00001370204	ESAD-UK	LP6008141-DNA_G02.bam	85155307264	LP6008141-DNA_G02	3971471a18efcd7c14cc282503b64f6a	EGAX00001340377
EGAF00000586543	EGAD00001003842	EGAN00001213603		211ac16b070be6cddee33e07e822863b	EGAR00001219147	ESAD-UK	LP6005334-DNA_D01.bam	161455000000	LP6005334-DNA_D01	e3b8f762e19264ed6cb61506e7b4dd31	EGAX00001207589
EGAF00000560139	EGAD00001003842	EGAN00001202414		c87d245c57f2adbcf5b13e339e651461	EGAR00001202507	ESAD-UK	LP6005500-DNA_F02.bam	129016000000	LP6005500-DNA_F02	2b60eba5fa889ea25c9f65059ac3943e	EGAX00001197163
EGAF00000560163	EGAD00001003842	EGAN00001202500		6302e397148ed963f2c906b3823e4d51	EGAR00001202531	ESAD-UK	LP6005499-DNA_A03.bam	99240408909	LP6005499-DNA_A03	a0887eedc32c9f9624e77cfb9dde21f3	EGAX00001197187
EGAF00000814049	EGAD00001003842	EGAN00001277412		7b2c3873ae0ed6fef38550d433cee305	EGAR00001325043	ESAD-UK	LP6008031-DNA_A02.bam	112324000000	LP6008031-DNA_A02	bc3a5c1b17a3fc6439331ac2c938380e	EGAX00001296329
EGAF00000525493	EGAD00001003842	EGAN00001199986		c2305e3d61d958234b7716b862d9fd92	EGAR00001193148	ESAD-UK	SM-4JPUX.bam	318453000000	SM-4JPUX	1da8786ba279048896ed89c6a2e071fd	EGAX00001187926
EGAF00001181002	EGAD00001003842	EGAN00001391367		5f5187d6edcdf7fd2c8d0ada7ebfa25c	EGAR00001436355	ESAD-UK	LP6008221-DNA_E02.bam		LP6008221-DNA_E02	28319f0502223e8be7ef8d87d98d0405	EGAX00001399246
EGAF00000525512	EGAD00001003842	EGAN00001200005		e83f64b674650b8cb460035f30b511bd	EGAR00001193167	ESAD-UK	LP6007423-DNA_A01.bam	86939379764	LP6007423-DNA_A01	a88df46410daf713f717a0db2c300ea7	EGAX00001187945
EGAF00000905659	EGAD00001003842	EGAN00001342154		7bf8276d4a33f47a7a2a9bba015a47ec	EGAR00001370203	ESAD-UK	LP6008141-DNA_F02.bam	75223382184	LP6008141-DNA_F02	47f147c257933a0d22bf912d2072c952	EGAX00001340376
EGAF00001415375	EGAD00001003842	EGAN00001467505		7c88c9ce2938253a1ff4f1d934e0c42c	EGAR00001500319	ESAD-UK	LP6008280-DNA_C01.bam	115213000000	LP6008280-DNA_C01	6d7671143e6686eb19482aeb0253ef02	EGAX00001462757
EGAF00001180003	EGAD00001003842	EGAN00001391408		ce015f24241be45b2d83590a2663cb05	EGAR00001436390	ESAD-UK	LP6008201-DNA_D02.bam		LP6008201-DNA_D02	3357f6f6ba1f9ead986bcf7abd695b59	EGAX00001399281
EGAF00000661640	EGAD00001003842	EGAN00001246624		5e2f709d5b74bb53595c557889418888	EGAR00001253343	ESAD-UK	LP6005934-DNA_A03.bam	94119513477	LP6005934-DNA_A03	9fc995805297df4b15b74b8ea87cbaed	EGAX00001238243
EGAF00000525494	EGAD00001003842	EGAN00001199987		6c8ff06674a411cd33391b33b9433d14	EGAR00001193149	ESAD-UK	SM-4JPP7.bam	236729000000	SM-4JPP7	9cf8fd1af4a7054f4111d5b00b284959	EGAX00001187927
EGAF00001680624	EGAD00001003842	EGAN00001558904		de2ee1c6c6fcc977670af22889567318	EGAR00001566493	ESAD-UK	LP6008269-DNA_C07.bam		LP6008269-DNA_C07	9daa1c9c58472bee635fa7285709ef9c	EGAX00001522259
EGAF00001180904	EGAD00001003842	EGAN00001391338		a4359372deb82cea337f6f08fb1559b0	EGAR00001436326	ESAD-UK	LP6008202-DNA_D01.bam	81615669254	LP6008202-DNA_D01	7994d0009b0f044765fc13b056954bfa	EGAX00001399217
EGAF00001415384	EGAD00001003842	EGAN00001467514		2c9904a9aa72e38698651fbe22fa1a36	EGAR00001500328	ESAD-UK	LP6008280-DNA_E02.bam	123535000000	LP6008280-DNA_E02	161a99852e5bffd76da5fc30bdaf3ead	EGAX00001462766
EGAF00000236538	EGAD00001003842	EGAN00001167690		9875b8d0a0218192f538746077bdbd42	EGAR00001131282	ESAD-UK	pilot2/SS6003112.bam	228549000000	SS6003112	6e16d25bfebe862f8f6835277cf85eb8	EGAX00001127395
EGAF00000525247	EGAD00001003842	EGAN00001198201		8d9e5e8886df078f9c04796d57cce032	EGAR00001192983	ESAD-UK	LP6005409-DNA_C04.bam	185272000000	LP6005409-DNA_C04	cc37473721cb6b2e0feda025d102303b	EGAX00001187761
EGAF00000525442	EGAD00001003842	EGAN00001198350		c359a35a0a59f0efd5e81be3d4f8ac5c	EGAR00001193097	ESAD-UK	LP6005689-DNA_H01.bam	95374602574	LP6005689-DNA_H01	9a7d0d881ac6757135d0b38ecc6650bd	EGAX00001187875
EGAF00000525436	EGAD00001003842	EGAN00001198344		a27af5f792cd8814b90c4f3455e97b67	EGAR00001193091	ESAD-UK	LP6005689-DNA_B01.bam	132736000000	LP6005689-DNA_B01	cd188b1113819135a525a9c38ddb28f7	EGAX00001187869
EGAF00000525477	EGAD00001003842	EGAN00001198385		85ba25501c1d1bb3211005d896fa9129	EGAR00001193132	ESAD-UK	LP6005690-DNA_E01.bam	170297000000	LP6005690-DNA_E01	e344e11d52361054ce90d6a776809f62	EGAX00001187910
EGAF00000530913	EGAD00001003842	EGAN00001201517		f6ee341eb5107a20e36e75c29fc1b5aa	EGAR00001193701	ESAD-UK	LP6007532-DNA_A01.bam	151859000000	LP6007532-DNA_A01	e0742e6f2e7d9c5e06665fcaa2fc79f7	EGAX00001188479
EGAF00000661720	EGAD00001003842	EGAN00001246643		31b159d4af0ec1be7663bee054928418	EGAR00001253362	ESAD-UK	LP2000331-DNA_A01.bam	134532000000	LP2000331-DNA_A01	c68f34af6d36225ed486b0bbdcc02722	EGAX00001238262
